"","fee0X128EU","fee1X128EU","liquidityEU","Date","token0PriceEU","tvlUSDEU"
"2293",2.3459774407368e+33,1.12773099807473e+42,41612714361299304448,2023-04-16,2096.2442243992,446434088.162269
"2294",2.34598372077143e+33,1.12773684553763e+42,41635455183430369280,2023-04-16 01:00:00,2093.25510629416,446447393.586643
"2295",2.34599961406319e+33,1.12774499478502e+42,4.1636798865344e+19,2023-04-16 02:00:00,2092.40871634534,446567588.807041
"2296",2.3460382686966e+33,1.12776370086237e+42,41636798865354907648,2023-04-16 03:00:00,2092.17920248566,445711498.487795
"2297",2.34604456631708e+33,1.12776772110758e+42,41724563025833803776,2023-04-16 04:00:00,2091.09216120002,445863067.703067
"2298",2.34605393753768e+33,1.12777472161605e+42,3.8398515815737e+19,2023-04-16 05:00:00,2088.25250335139,445910752.606671
"2299",2.34607825599497e+33,1.12777878042563e+42,42457935712613081088,2023-04-16 06:00:00,2097.60632747514,447192799.711828
"2300",2.34608757296368e+33,1.12778184640118e+42,41831224142430658560,2023-04-16 07:00:00,2098.34431192564,447299173.178768
"2301",2.34610094165706e+33,1.1277890283284e+42,41838299773174243328,2023-04-16 08:00:00,2097.39808143021,447321351.250817
"2302",2.3461139544206e+33,1.12779255728193e+42,61534994611621888000,2023-04-16 09:00:00,2100.4128128445,447513311.721914
"2303",2.34611831475078e+33,1.12779459291286e+42,60715930124953124864,2023-04-16 10:00:00,2100.45907658711,447192095.33029
"2304",2.34612042527317e+33,1.12780517517193e+42,37835282904786444288,2023-04-16 11:00:00,2089.6739241305,446984630.670478
"2305",2.3461307899049e+33,1.12780952813512e+42,6.6159861793367e+20,2023-04-16 12:00:00,2090.35616359252,460258906.117095
"2306",2.34614375479694e+33,1.12781713635914e+42,6.30038764342124e+20,2023-04-16 13:00:00,2088.78088707492,460086940.523813
"2307",2.34616227849166e+33,1.12782064410567e+42,98665336790586064896,2023-04-16 14:00:00,2094.79212536606,446508649.224871
"2308",2.34618629812577e+33,1.12783885451119e+42,3.3847687189823e+19,2023-04-16 15:00:00,2087.27446688485,444405710.044881
"2309",2.3462318129635e+33,1.12785733739213e+42,47923699761038458880,2023-04-16 16:00:00,2091.02455350958,444523965.032306
"2310",2.34625520798503e+33,1.12786350377247e+42,4.3331852110297e+19,2023-04-16 17:00:00,2096.66799335309,445217455.961782
"2311",2.34628160322619e+33,1.12787336170754e+42,1.47576649475623e+21,2023-04-16 18:00:00,2099.74255655407,477423050.652288
"2312",2.34630539640299e+33,1.12788434701352e+42,83235173587370180608,2023-04-16 19:00:00,2100.13172521915,446486302.686976
"2313",2.34635170359235e+33,1.1278862289531e+42,20524948482341187584,2023-04-16 20:00:00,2122.96670113467,449056862.100407
"2314",2.34648728203958e+33,1.1279550746943e+42,34641651893280333824,2023-04-16 21:00:00,2116.92563863394,448873932.164546
"2315",2.34657866843152e+33,1.12799309779642e+42,24257486868658495488,2023-04-16 22:00:00,2122.82228301194,449924728.850165
"2316",2.3466352531493e+33,1.12801432216728e+42,23884788154682081280,2023-04-16 23:00:00,2129.06441737583,449767728.069067
"2317",2.34665529271102e+33,1.12802467217287e+42,24015682163573284864,2023-04-17,2128.01011157915,448873923.407583
"2318",2.34667479331741e+33,1.12804101127743e+42,24346498158208495616,2023-04-17 01:00:00,2119.80000480693,448396136.454257
"2319",2.34674121686912e+33,1.12810563552043e+42,20863542559767879680,2023-04-17 02:00:00,2082.54902199373,445101502.026354
"2320",2.3468029743112e+33,1.12812561440824e+42,35873057744049594368,2023-04-17 03:00:00,2093.30045898642,445602317.144262
"2321",2.34683466259342e+33,1.12813289558584e+42,8.3640795673867e+19,2023-04-17 04:00:00,2102.12521738071,446690637.151278
"2322",2.34684420999711e+33,1.12813943972533e+42,83786651933969186816,2023-04-17 05:00:00,2099.76881543103,446698298.896854
"2323",2.34685762230197e+33,1.12814603226655e+42,83786651933969186816,2023-04-17 06:00:00,2099.60160429306,446404964.862649
"2324",2.3468721287239e+33,1.12815066771079e+42,1.22107731027785e+20,2023-04-17 07:00:00,2102.27589482351,447286105.131673
"2325",2.34687676738264e+33,1.12815830032119e+42,84221137561813762048,2023-04-17 08:00:00,2096.0876597448,447435212.708103
"2326",2.34689797610624e+33,1.12817241575831e+42,34824867923508682752,2023-04-17 09:00:00,2091.59938239268,422067165.831564
"2327",2.34692115269226e+33,1.12817704689042e+42,34422384915460186112,2023-04-17 10:00:00,2098.85111275146,422107790.401934
"2328",2.34692578739446e+33,1.12818707441551e+42,34920021039347404800,2023-04-17 11:00:00,2090.06143170206,422106425.17747
"2329",2.34695198552536e+33,1.12819691862573e+42,34897283268612767744,2023-04-17 12:00:00,2093.08126932788,421837293.449563
"2330",2.34700919680815e+33,1.12823798165933e+42,2.0833417929243e+19,2023-04-17 13:00:00,2077.96560227806,420508194.697051
"2331",2.34705638311142e+33,1.12825650893134e+42,23221989052907372544,2023-04-17 14:00:00,2082.60905131412,420724365.673111
"2332",2.3471301375793e+33,1.12830119820617e+42,20848285869291122688,2023-04-17 15:00:00,2072.57098939167,419266460.776585
"2333",2.34717123154361e+33,1.12831601198134e+42,20840165086552637440,2023-04-17 16:00:00,2078.1318726213,419707268.125377
"2334",2.34720723029708e+33,1.12833925203749e+42,20851179219975831552,2023-04-17 17:00:00,2071.60898062136,419319726.771745
"2335",2.34727529291471e+33,1.1283620584383e+42,2.3046969877637e+19,2023-04-17 18:00:00,2082.64760437034,416700281.781014
"2336",2.34730007131488e+33,1.12837411829641e+42,23786932481675132928,2023-04-17 19:00:00,2082.51139992263,420403981.82021
"2337",2.34732248495774e+33,1.12838278027467e+42,24432731124729643008,2023-04-17 20:00:00,2085.37560839005,420411569.621794
"2338",2.34734518406845e+33,1.12839805776812e+42,24388005997508812800,2023-04-17 21:00:00,2080.01305787005,420438246.309875
"2339",2.34735951124032e+33,1.12840701748782e+42,22240618159757766656,2023-04-17 22:00:00,2077.55199485109,420420345.740803
"2340",2.3473895770945e+33,1.12842086642654e+42,22229631086710910976,2023-04-17 23:00:00,2078.32592503322,418782016.068525
"2341",2.34740964353504e+33,1.12842836786311e+42,35552070814566785024,2023-04-18,2080.71515366355,419806282.313541
"2342",2.34741246919702e+33,1.12843421862017e+42,22359734899147599872,2023-04-18 01:00:00,2075.72206459573,419112954.782628
"2343",2.34743686731607e+33,1.12844699785328e+42,22321071183074885632,2023-04-18 02:00:00,2074.59753177305,418907209.585414
"2344",2.34748084721179e+33,1.12846783157438e+42,22436271650032435200,2023-04-18 03:00:00,2075.08173326494,418425183.698652
"2345",2.34750968146718e+33,1.12847342488033e+42,24950396153460252672,2023-04-18 04:00:00,2083.39124721768,419307631.891383
"2346",2.34751590243261e+33,1.12847891556844e+42,36402802519932157952,2023-04-18 05:00:00,2081.50322302528,419844108.304719
"2347",2.34752814452491e+33,1.12848245099333e+42,25533083250979594240,2023-04-18 06:00:00,2084.11758263958,457622179.059843
"2348",2.34755403996556e+33,1.12849076709991e+42,3.6725047966336e+19,2023-04-18 07:00:00,2088.69326349434,459144583.746473
"2349",2.34761054820973e+33,1.12850340393842e+42,35841261167438479360,2023-04-18 08:00:00,2104.78326734186,460854186.026586
"2350",2.3476264537567e+33,1.12851324016323e+42,39401036249240567808,2023-04-18 09:00:00,2102.22922384409,461637890.900302
"2351",2.34763200383434e+33,1.12851982004539e+42,3.780897161947e+19,2023-04-18 10:00:00,2097.78765508889,461467003.701732
"2352",2.34766306483036e+33,1.12852658748896e+42,36643968743070285824,2023-04-18 11:00:00,2106.8441206025,461593998.26795
"2353",2.34767307871685e+33,1.12853333938323e+42,37398889145617317888,2023-04-18 12:00:00,2104.59029470387,461432592.481436
"2354",2.34772928788711e+33,1.12854633524843e+42,22082285128687132672,2023-04-18 13:00:00,2120.28944812833,463115798.487715
"2355",2.34775239976155e+33,1.1285651182301e+42,36385942196634107904,2023-04-18 14:00:00,2111.07725383738,462892244.600797
"2356",2.34777318237949e+33,1.12857291739148e+42,34830140504490106880,2023-04-18 15:00:00,2113.64144217999,462432859.030257
"2357",2.34779749385308e+33,1.12859596001094e+42,39505893869987110912,2023-04-18 16:00:00,2100.39400166774,460855019.288507
"2358",2.34782962857909e+33,1.12861526052759e+42,38025449556468850688,2023-04-18 17:00:00,2095.91989457711,460548105.939469
"2359",2.34784888440262e+33,1.12862369587493e+42,37766661420832514048,2023-04-18 18:00:00,2096.76083460698,460621463.211331
"2360",2.34787901442961e+33,1.12865558665295e+42,22484470658078220288,2023-04-18 19:00:00,2077.21616388311,459035962.026099
"2361",2.34793736813478e+33,1.12868162331841e+42,22369959595696250880,2023-04-18 20:00:00,2079.48869821194,458993047.376614
"2362",2.34797644152317e+33,1.12869854503604e+42,24739758226141519872,2023-04-18 21:00:00,2081.55647782931,458897452.927914
"2363",2.34807019216292e+33,1.12873192559393e+42,37908731373146652672,2023-04-18 22:00:00,2094.45855745308,459803979.324527
"2364",2.34808877420381e+33,1.12874083958521e+42,37908731373146652672,2023-04-18 23:00:00,2094.44030529051,459764643.093937
"2365",2.34810304861742e+33,1.12874983489779e+42,37109298470814662656,2023-04-19,2091.98929371165,459791491.896441
"2366",2.3481441800171e+33,1.12875787443998e+42,35435870758999777280,2023-04-19 01:00:00,2105.03548735284,460951558.0711
"2367",2.34815485693803e+33,1.12876881731888e+42,37801460462153089024,2023-04-19 02:00:00,2098.37074544299,461225406.194733
"2368",2.34817171796926e+33,1.12877838698771e+42,3.8566324181142e+19,2023-04-19 03:00:00,2096.67097262458,461553667.184479
"2369",2.34818811811549e+33,1.12878938351002e+42,38696268321506639872,2023-04-19 04:00:00,2093.14106631076,461109392.758576
"2370",2.34820452523757e+33,1.12879856474598e+42,4.3337687431704e+19,2023-04-19 05:00:00,2091.6005600551,461156932.485433
"2371",2.34821638499481e+33,1.12880914910179e+42,37544756938238648320,2023-04-19 06:00:00,2086.10678983978,460547493.632597
"2372",2.34823862338105e+33,1.12881619053992e+42,37622934048870916096,2023-04-19 07:00:00,2090.14498996091,458796663.692318
"2373",2.3482638401152e+33,1.12884581131567e+42,22208323768006737920,2023-04-19 08:00:00,2070.65983623155,457286110.382314
"2374",2.34828887208883e+33,1.12885543321422e+42,22801440944362168320,2023-04-19 09:00:00,2073.38948464082,453688216.796584
"2375",2.34871139897486e+33,1.12914616137246e+42,20200238480481370112,2023-04-19 10:00:00,1988.39606432702,446639423.306345
"2376",2.34879454769583e+33,1.12919491204777e+42,23176252079638077440,2023-04-19 11:00:00,1981.23149915571,446907021.017845
"2377",2.34888153278272e+33,1.12924180376567e+42,23285681082650583040,2023-04-19 12:00:00,1977.15030471486,444450950.59354
"2378",2.34893484117973e+33,1.12926630342554e+42,23185753869300817920,2023-04-19 13:00:00,1980.80258594442,444948065.568693
"2379",2.34899795973079e+33,1.12930150877713e+42,2.4198022775014e+19,2023-04-19 14:00:00,1976.99739218186,444246751.988184
"2380",2.34903367244059e+33,1.12931225176589e+42,24505370039034654720,2023-04-19 15:00:00,1985.08443404309,444749022.943748
"2381",2.34911303892267e+33,1.12934039645489e+42,2.1498361549839e+19,2023-04-19 16:00:00,1997.1298865701,447156586.89929
"2382",2.34919478753634e+33,1.12939421927339e+42,23960615436450201600,2023-04-19 17:00:00,1983.85151781432,445061318.916508
"2383",2.34924073176523e+33,1.12941646658394e+42,62338607651247431680,2023-04-19 18:00:00,1984.80537979481,447111916.715644
"2384",2.34929170088409e+33,1.1294461701648e+42,23840223015750828032,2023-04-19 19:00:00,1980.85142411565,447382368.965312
"2385",2.34931776607999e+33,1.1294605270883e+42,19274200601066668032,2023-04-19 20:00:00,1979.50921658394,446462741.58773
"2386",2.34934583362732e+33,1.12947333221498e+42,1.9004742794921e+19,2023-04-19 21:00:00,1980.91417741227,446788823.177697
"2387",2.34937804054224e+33,1.12949032385978e+42,1.9296919677598e+19,2023-04-19 22:00:00,1980.15636801484,446933060.610832
"2388",2.34951237605377e+33,1.12956425384417e+42,2.8453660904418e+19,2023-04-19 23:00:00,1974.42958515302,444818328.848608
"2389",2.34955086526029e+33,1.12959152648911e+42,32928949011520307200,2023-04-20,1966.46674583456,444872017.821504
"2390",2.34969487058764e+33,1.12969510678596e+42,14396584973187708928,2023-04-20 01:00:00,1936.97646854648,438762068.669502
"2391",2.34977065228947e+33,1.12972440178034e+42,1.4830627027405e+19,2023-04-20 02:00:00,1946.79411648296,441546582.880317
"2392",2.34981623217628e+33,1.12974373855128e+42,24165413642845777920,2023-04-20 03:00:00,1950.91006686944,441807746.58679
"2393",2.34987895829145e+33,1.12978591981425e+42,19031085337886117888,2023-04-20 04:00:00,1939.61448315408,445599391.021023
"2394",2.34998837559742e+33,1.12983460360474e+42,30900183620566097920,2023-04-20 05:00:00,1948.65568580134,447230293.065476
"2395",2.35002483185992e+33,1.12984898814845e+42,31286573817090453504,2023-04-20 06:00:00,1952.98145062778,447224890.556373
"2396",2.3500700852608e+33,1.12987140325353e+42,3.1653606102645e+19,2023-04-20 07:00:00,1953.69524353997,456885339.979665
"2397",2.35010052475393e+33,1.1298841856807e+42,31636545827957944320,2023-04-20 08:00:00,1955.4329163208,457214461.459067
"2398",2.3501086915512e+33,1.12989519335568e+42,31240943992615223296,2023-04-20 09:00:00,1949.58292445228,456944992.789215
"2399",2.35013870454065e+33,1.12990839468982e+42,31687725049382748160,2023-04-20 10:00:00,1951.79054966755,456930325.361458
"2400",2.35016927325723e+33,1.12991867539141e+42,31815284608849514496,2023-04-20 11:00:00,1957.22141460532,457246789.201042
"2401",2.3501807686066e+33,1.12992819628485e+42,31681126498068299776,2023-04-20 12:00:00,1953.5168479238,457019225.483884
"2402",2.35020440328677e+33,1.12995155314622e+42,2.2035939878348e+19,2023-04-20 13:00:00,1942.19297896303,455391119.014827
"2403",2.35032502609711e+33,1.1299826644983e+42,2.5030205718854e+19,2023-04-20 14:00:00,1972.92132472297,458616592.35153
"2404",2.35039389978365e+33,1.13001691341156e+42,25576611108383940608,2023-04-20 15:00:00,1974.00265890537,461370552.919983
"2405",2.35044893602735e+33,1.13005105088363e+42,31819124613840478208,2023-04-20 16:00:00,1967.6021023478,462244067.246358
"2406",2.35048621266938e+33,1.1300909857523e+42,22956455250155442176,2023-04-20 17:00:00,1946.32203192872,459460093.827924
"2407",2.35062228699677e+33,1.13016813547788e+42,22226890005068181504,2023-04-20 18:00:00,1939.33374894896,459358209.291639
"2408",2.3507260638094e+33,1.1302244562787e+42,20952013183943122944,2023-04-20 19:00:00,1936.49204246228,458933009.654846
"2409",2.35083558955385e+33,1.13028318907628e+42,20872589029482364928,2023-04-20 20:00:00,1934.45800193397,453512515.495992
"2410",2.35090111940384e+33,1.13032424716276e+42,50012526791466057728,2023-04-20 21:00:00,1927.44676805371,456373962.112967
"2411",2.35097467428997e+33,1.13035263097131e+42,1.7042927782684e+19,2023-04-20 22:00:00,1936.71591482226,457887136.639296
"2412",2.35105818194696e+33,1.13039114967691e+42,19016595578299678720,2023-04-20 23:00:00,1941.6081532766,457898331.336032
"2413",2.35110021169516e+33,1.13041122475768e+42,19238324769386688512,2023-04-21,1943.14274767281,458688960.143064
"2414",2.35112455743506e+33,1.13042352448421e+42,19238564660376453120,2023-04-21 01:00:00,1943.37463649804,458667527.730733
"2415",2.3511811897123e+33,1.1304480030682e+42,25264341510894682112,2023-04-21 02:00:00,1948.03694852764,459321174.336458
"2416",2.35119826630236e+33,1.13046257935663e+42,24866247185302876160,2023-04-21 03:00:00,1942.19476253549,458926619.740633
"2417",2.3512163059052e+33,1.13047014462049e+42,25317244257883291648,2023-04-21 04:00:00,1943.92668868651,458446848.764652
"2418",2.3512950719458e+33,1.13050854000303e+42,2.5681445615134e+19,2023-04-21 05:00:00,1946.03195874632,458449363.714309
"2419",2.35130319537621e+33,1.1305189574189e+42,25382280442277330944,2023-04-21 06:00:00,1939.75499792567,458491897.090605
"2420",2.35131630469154e+33,1.13053571467763e+42,34943677750096568320,2023-04-21 07:00:00,1929.33268306036,457325330.722103
"2421",2.35139324109273e+33,1.13059868123191e+42,27177371290328834048,2023-04-21 08:00:00,1907.14751537057,454195985.100557
"2422",2.35148066369977e+33,1.13062366374364e+42,72838994583550525440,2023-04-21 09:00:00,1927.61965183734,443782894.963001
"2423",2.35150843043682e+33,1.13064479900609e+42,39554025538602123264,2023-04-21 10:00:00,1920.96344503142,446039204.529205
"2424",2.3515374538742e+33,1.13065852980009e+42,39786635025164517376,2023-04-21 11:00:00,1922.25672987836,445119736.412384
"2425",2.35157965184882e+33,1.13069128458788e+42,38370239708913483776,2023-04-21 12:00:00,1911.65106199882,444183994.96464
"2426",2.35161062219631e+33,1.13071010623757e+42,38420390833605337088,2023-04-21 13:00:00,1909.09913205892,443541056.150793
"2427",2.35167840656043e+33,1.13073885812321e+42,31268545243452682240,2023-04-21 14:00:00,1915.77821992076,442019357.361657
"2428",2.3517206511341e+33,1.13076884843799e+42,3.2353841937321e+19,2023-04-21 15:00:00,1907.99319680747,444187054.662834
"2429",2.35178362124311e+33,1.1308030036655e+42,3.2420894997229e+19,2023-04-21 16:00:00,1906.85942401597,444247331.300907
"2430",2.35184398678979e+33,1.13083949207817e+42,28607294004345061376,2023-04-21 17:00:00,1902.15346544108,442720302.014806
"2431",2.35199980506527e+33,1.13092486251069e+42,20170553630605721600,2023-04-21 18:00:00,1898.9810620177,440918942.439415
"2432",2.35211386049557e+33,1.13100480462859e+42,22204760308933840896,2023-04-21 19:00:00,1880.21301982394,439620455.634059
"2433",2.35215336588388e+33,1.13102569535408e+42,22275099177236750336,2023-04-21 20:00:00,1880.29243460601,439870240.019915
"2434",2.35232922823742e+33,1.1311570656072e+42,18598920836908646400,2023-04-21 21:00:00,1844.03220622836,435217216.134484
"2435",2.35248486104163e+33,1.13124922524441e+42,40762022953943810048,2023-04-21 22:00:00,1839.14880699988,436476855.367206
"2436",2.35253731425994e+33,1.13127579582604e+42,40767094321609162752,2023-04-21 23:00:00,1840.87621710706,436639404.00751
"2437",2.35257329459793e+33,1.13129186222253e+42,16570426254539061248,2023-04-22,1844.13978433369,434021168.002225
"2438",2.35260282505236e+33,1.13130230425785e+42,16666308073145538560,2023-04-22 01:00:00,1849.24919735482,434803121.968753
"2439",2.35262078514225e+33,1.13131367660315e+42,29304516593844146176,2023-04-22 02:00:00,1847.75213619244,434006370.348895
"2440",2.3526488344202e+33,1.13131986256036e+42,19353013792860401664,2023-04-22 03:00:00,1856.15916240241,435129452.835312
"2441",2.35266350123088e+33,1.13132851951196e+42,18872884444448612352,2023-04-22 04:00:00,1855.44535605092,435357010.245238
"2442",2.35268288657806e+33,1.13133373816228e+42,19494408593887772672,2023-04-22 05:00:00,1860.22977819762,435334474.303261
"2443",2.35269953348796e+33,1.13134096694273e+42,19679462664910270464,2023-04-22 06:00:00,1861.99869302625,436031070.801709
"2444",2.35271474265365e+33,1.131347577407e+42,19870578819792314368,2023-04-22 07:00:00,1863.44523488578,436057558.080292
"2445",2.35272156103589e+33,1.13135937449324e+42,29203859288823857152,2023-04-22 08:00:00,1855.79149791759,432096301.838813
"2446",2.35272795206732e+33,1.13136832676174e+42,29165850411966623744,2023-04-22 09:00:00,1850.63415805324,431469316.103295
"2447",2.3527382718687e+33,1.13137673706815e+42,28802760219278319616,2023-04-22 10:00:00,1847.98391880171,432113943.46846
"2448",2.35275103028404e+33,1.13138045115857e+42,2.9656791791904e+19,2023-04-22 11:00:00,1850.95179299271,432091136.621129
"2449",2.3527694562465e+33,1.13139224945075e+42,83914851334406733824,2023-04-22 12:00:00,1849.24795725553,431681924.612038
"2450",2.35278249105748e+33,1.13139501962484e+42,30813695810986778624,2023-04-22 13:00:00,1853.25227586409,430596280.775748
"2451",2.35279223219708e+33,1.13139769859634e+42,30810198641338425344,2023-04-22 14:00:00,1855.65859119091,430870457.175763
"2452",2.3528038216347e+33,1.13141031226274e+42,3.0263310803721e+19,2023-04-22 15:00:00,1849.70249230476,431044797.980089
"2453",2.35284821120816e+33,1.1314171325093e+42,1.7495264658905e+19,2023-04-22 16:00:00,1865.76071847673,433273042.328487
"2454",2.35289220461515e+33,1.13143955651023e+42,17814240868050690048,2023-04-22 17:00:00,1866.86460292353,431398180.138886
"2455",2.35294220415628e+33,1.1314567941274e+42,18153233232606662656,2023-04-22 18:00:00,1875.84008366538,432677725.270073
"2456",2.35298049572391e+33,1.131470514966e+42,18242304454093295616,2023-04-22 19:00:00,1882.19894786264,433189804.705905
"2457",2.35298846160826e+33,1.13148180217469e+42,1.8268281228672e+19,2023-04-22 20:00:00,1875.44503888744,432626176.145186
"2458",2.35299984468195e+33,1.13148989297646e+42,1.8270846460278e+19,2023-04-22 21:00:00,1873.52161364093,432639834.309952
"2459",2.35300944114594e+33,1.13149768012364e+42,23203656347122814976,2023-04-22 22:00:00,1870.63563501471,432497572.224988
"2460",2.35302749193524e+33,1.13150751658948e+42,75604632328875900928,2023-04-22 23:00:00,1870.81372917978,432050833.194328
"2461",2.35305626157546e+33,1.13151759097153e+42,20696937528132591616,2023-04-23,1875.83764753064,432264373.800021
"2462",2.35306481543061e+33,1.13152308688938e+42,20696937528132591616,2023-04-23 01:00:00,1874.9571464974,432256479.31814
"2463",2.35308917884674e+33,1.13155598565586e+42,24890695156160282624,2023-04-23 02:00:00,1856.22737793117,430087690.199223
"2464",2.35311125597213e+33,1.1315691505122e+42,22426035113589223424,2023-04-23 03:00:00,1855.02525968341,430230304.07725
"2465",2.3531256679664e+33,1.13157309117812e+42,24864428339939852288,2023-04-23 04:00:00,1858.61665436315,430230174.41287
"2466",2.35314709859244e+33,1.13158083421409e+42,2.48981869962e+19,2023-04-23 05:00:00,1862.02883782754,431148704.191992
"2467",2.35315443819068e+33,1.1315823180763e+42,2.4828549280574e+19,2023-04-23 06:00:00,1864.47803219758,432252428.401647
"2468",2.35317461267481e+33,1.13159191115099e+42,24905473309684432896,2023-04-23 07:00:00,1866.01254814989,431097886.042356
"2469",2.35318957708982e+33,1.1315977238757e+42,24923497319365730304,2023-04-23 08:00:00,1867.72585244735,431431388.725527
"2470",2.35322358371608e+33,1.13160770249771e+42,20785272225180422144,2023-04-23 09:00:00,1875.50802627384,432036332.66717
"2471",2.35323810503908e+33,1.13161525609045e+42,20785272225180422144,2023-04-23 10:00:00,1875.69687314197,433530362.738987
"2472",2.35324005431145e+33,1.13162193375878e+42,25509722592031129600,2023-04-23 11:00:00,1870.33893440721,433561004.996608
"2473",2.35325179227298e+33,1.13163233497981e+42,25059098355051937792,2023-04-23 12:00:00,1866.43159926811,433345370.790612
"2474",2.35327058090721e+33,1.1316336472637e+42,20833427123851583488,2023-04-23 13:00:00,1874.73366743962,433553770.595546
"2475",2.3532968111785e+33,1.13164817295734e+42,85262712721876353024,2023-04-23 14:00:00,1874.20456826575,434482638.854767
"2476",2.35330726279469e+33,1.1316543970691e+42,85262532831758319616,2023-04-23 15:00:00,1873.5893814334,434329411.348032
"2477",2.35331739134918e+33,1.131668495058e+42,29210456794605096960,2023-04-23 16:00:00,1865.3529188478,434385775.213201
"2478",2.35334526435146e+33,1.13168984312901e+42,91358497246884642816,2023-04-23 17:00:00,1859.33428951273,433225175.21076
"2479",2.35339422836881e+33,1.13170913478066e+42,29248557025271197696,2023-04-23 18:00:00,1865.95994332896,432499040.16967
"2480",2.35340270852808e+33,1.13172013418706e+42,25884331688415641600,2023-04-23 19:00:00,1859.86828198247,432016728.05866
"2481",2.35344219890517e+33,1.13175584959301e+42,2.1922250621287e+19,2023-04-23 20:00:00,1846.39491736217,430245106.131696
"2482",2.35347777286188e+33,1.13177434838663e+42,21955965253161680896,2023-04-23 21:00:00,1847.08654523464,430227486.621977
"2483",2.35351300751041e+33,1.13179159024869e+42,22263002362957086720,2023-04-23 22:00:00,1848.8073883216,431681203.20487
"2484",2.35354210322508e+33,1.13180017469873e+42,26183594541849128960,2023-04-23 23:00:00,1855.48328678012,432256390.981548
"2485",2.35358019977086e+33,1.1318130505271e+42,26184195432315719680,2023-04-24,1862.67200241613,433436948.758002
"2486",2.35359024505778e+33,1.13181999694303e+42,21532531461065777152,2023-04-24 01:00:00,1861.20615907285,433492131.050518
"2487",2.35365745792158e+33,1.13183965390055e+42,2.187006543787e+19,2023-04-24 02:00:00,1876.76398739466,435117780.63117
"2488",2.35373387576168e+33,1.13188461700824e+42,22898775240322707456,2023-04-24 03:00:00,1872.62584489318,435692500.743923
"2489",2.353751423248e+33,1.13189999206532e+42,23337938710972678144,2023-04-24 04:00:00,1866.94043692489,435081382.923066
"2490",2.35377069565889e+33,1.131909765498e+42,22927624780181487616,2023-04-24 05:00:00,1867.46360668302,431822709.29567
"2491",2.35378440173666e+33,1.1319219514272e+42,21146225840164196352,2023-04-24 06:00:00,1862.87780150964,431814723.137407
"2492",2.35380891966002e+33,1.13194124603719e+42,21151908849972887552,2023-04-24 07:00:00,1857.14440720206,431254975.101017
"2493",2.35383027381707e+33,1.13196429816349e+42,17766039644149839872,2023-04-24 08:00:00,1846.38267013233,429400537.560266
"2494",2.35391648305353e+33,1.13201213145011e+42,17798629971465482240,2023-04-24 09:00:00,1845.46588061845,428990448.586303
"2495",2.35396648833427e+33,1.13205019113818e+42,16884936526699933696,2023-04-24 10:00:00,1835.34608010042,428669010.33091
"2496",2.35399744197663e+33,1.13206183163566e+42,15456814968583372800,2023-04-24 11:00:00,1840.1700367657,428262125.832982
"2497",2.35402678139547e+33,1.13207224237162e+42,19309221937797681152,2023-04-24 12:00:00,1845.27944038857,428922798.690331
"2498",2.35405896751118e+33,1.1320803012979e+42,1.8819281027957e+19,2023-04-24 13:00:00,1854.02894411479,428362864.335133
"2499",2.35409047105848e+33,1.13210322007015e+42,19485906775258726400,2023-04-24 14:00:00,1848.52024223456,429785167.548428
"2500",2.35416313890924e+33,1.13212417818075e+42,21532631267526209536,2023-04-24 15:00:00,1865.53222452553,417070886.78735
"2501",2.35421363461959e+33,1.1321635811312e+42,21584051098800164864,2023-04-24 16:00:00,1853.93480083789,430188492.606723
"2502",2.35426773458634e+33,1.13221509019796e+42,22770312558739365888,2023-04-24 17:00:00,1833.45215918315,426993867.511178
"2503",2.35437402174699e+33,1.1322923148683e+42,16980352690485452800,2023-04-24 18:00:00,1815.82783538799,425254910.01603
"2504",2.35447578283953e+33,1.13232655169716e+42,72869041932445687808,2023-04-24 19:00:00,1835.63908332354,426829735.844065
"2505",2.35452712284072e+33,1.13235887872855e+42,1.888248926814e+19,2023-04-24 20:00:00,1831.60900076674,427195676.670241
"2506",2.35454320606878e+33,1.13236739172593e+42,24445384401232338944,2023-04-24 21:00:00,1831.86339222923,428406949.238127
"2507",2.35457913049747e+33,1.13238002451118e+42,20255876393206915072,2023-04-24 22:00:00,1838.79705739698,428904718.516868
"2508",2.35460438209243e+33,1.13239977397405e+42,26284027973606424576,2023-04-24 23:00:00,1832.7349158878,427276743.37023
"2509",2.35462633688516e+33,1.13240386491659e+42,21998151865966796800,2023-04-25,1840.00119362589,427757619.281256
"2510",2.35464276679495e+33,1.13241031287612e+42,22133335811107332096,2023-04-25 01:00:00,1842.29713411232,428256870.876475
"2511",2.35467696762427e+33,1.13243122642807e+42,22014406400034590720,2023-04-25 02:00:00,1840.09085070466,428781371.093039
"2512",2.35469111048321e+33,1.13244442341935e+42,22019102379212079104,2023-04-25 03:00:00,1834.99149015232,428146946.92831
"2513",2.35470746177396e+33,1.13245456835345e+42,22048876276605059072,2023-04-25 04:00:00,1833.84423728813,427954752.62831
"2514",2.35471940942e+33,1.13246627606802e+42,19521426066470256640,2023-04-25 05:00:00,1829.06628895962,427471420.511519
"2515",2.35474107875338e+33,1.13247366968857e+42,26340940121138692096,2023-04-25 06:00:00,1833.19820381831,427512258.797285
"2516",2.35476465024407e+33,1.13248803028081e+42,26307304471884062720,2023-04-25 07:00:00,1831.80403449883,426763785.893178
