Timestamp,Date (UTC),APY (%),RATE_TWAR (%),ETH Price ($)
1703275200,2023-12-22 20:00:00.000,11.8613,11.2881,2315.67
1703278800,2023-12-22 21:00:00.000,12.0097,11.9355,2316.13
1703282400,2023-12-22 22:00:00.000,12.0097,12.0097,2314.23
1703286000,2023-12-22 23:00:00.000,10.6079,11.3088,2327.28
1703289600,2023-12-23 00:00:00.000,6.7619,8.6849,2312.11
1703293200,2023-12-23 01:00:00.000,6.7310,6.7465,2295.55
1703296800,2023-12-23 02:00:00.000,7.1642,6.9476,2277.00
1703300400,2023-12-23 03:00:00.000,7.1642,7.1642,2273.77
1703304000,2023-12-23 04:00:00.000,7.5870,7.3756,2284.08
1703307600,2023-12-23 05:00:00.000,8.5707,8.0789,2291.13
1703311200,2023-12-23 06:00:00.000,6.9520,7.7614,2293.99
1703314800,2023-12-23 07:00:00.000,6.9545,6.9533,2286.03
1703318400,2023-12-23 08:00:00.000,7.1559,7.0552,2290.39
1703322000,2023-12-23 09:00:00.000,7.0361,7.0960,2292.28
1703325600,2023-12-23 10:00:00.000,6.8416,6.9388,2288.02
1703329200,2023-12-23 11:00:00.000,6.8537,6.8476,2288.98
1703332800,2023-12-23 12:00:00.000,7.1385,6.9961,2294.60
1703336400,2023-12-23 13:00:00.000,6.8513,6.9949,2295.05
1703340000,2023-12-23 14:00:00.000,6.8201,6.8357,2291.84
1703343600,2023-12-23 15:00:00.000,5.2659,6.0430,2287.90
1703347200,2023-12-23 16:00:00.000,5.2671,5.2665,2293.35
1703350800,2023-12-23 17:00:00.000,5.2747,5.2709,2295.70
1703354400,2023-12-23 18:00:00.000,5.5824,5.4285,2306.44
1703358000,2023-12-23 19:00:00.000,5.5080,5.5452,2292.46
1703361600,2023-12-23 20:00:00.000,6.0709,5.7895,2289.68
1703365200,2023-12-23 21:00:00.000,6.0788,6.0749,2291.31
1703368800,2023-12-23 22:00:00.000,6.3141,6.1965,2297.55
1703372400,2023-12-23 23:00:00.000,6.5652,6.4396,2308.77
1703376000,2023-12-24 00:00:00.000,6.5585,6.5618,2305.27
1703379600,2023-12-24 01:00:00.000,6.8417,6.7001,2309.01
1703383200,2023-12-24 02:00:00.000,7.4728,7.1573,2320.24
1703386800,2023-12-24 03:00:00.000,8.1285,7.8006,2316.62
1703390400,2023-12-24 04:00:00.000,8.5937,8.3611,2309.73
1703394000,2023-12-24 05:00:00.000,8.6063,8.6000,2285.94
1703397600,2023-12-24 06:00:00.000,10.1254,9.3659,2290.55
1703401200,2023-12-24 07:00:00.000,9.9513,10.0383,2295.90
1703404800,2023-12-24 08:00:00.000,10.5811,10.2662,2292.40
1703408400,2023-12-24 09:00:00.000,10.0816,10.3314,2296.83
1703412000,2023-12-24 10:00:00.000,9.3972,9.7394,2289.23
1703415600,2023-12-24 11:00:00.000,5.1082,7.2527,2289.12
1703419200,2023-12-24 12:00:00.000,6.0133,5.5608,2293.18
1703422800,2023-12-24 13:00:00.000,6.1120,6.0627,2296.38
1703426400,2023-12-24 14:00:00.000,6.3126,6.2123,2289.46
1703430000,2023-12-24 15:00:00.000,6.6129,6.4628,2295.67
1703433600,2023-12-24 16:00:00.000,6.8759,6.7444,2296.05
1703437200,2023-12-24 17:00:00.000,6.9772,6.9265,2291.70
1703440800,2023-12-24 18:00:00.000,7.0807,7.0289,2291.53
1703444400,2023-12-24 19:00:00.000,7.0876,7.0841,2288.83
1703448000,2023-12-24 20:00:00.000,7.2546,7.1711,2278.71
1703451600,2023-12-24 21:00:00.000,7.2199,7.2373,2278.94
1703455200,2023-12-24 22:00:00.000,7.7823,7.5011,2260.81
1703458800,2023-12-24 23:00:00.000,7.4230,7.6026,2265.06
1703462400,2023-12-25 00:00:00.000,7.2300,7.3265,2263.35
1703466000,2023-12-25 01:00:00.000,7.2948,7.2624,2272.14
1703469600,2023-12-25 02:00:00.000,7.4429,7.3688,2272.60
1703473200,2023-12-25 03:00:00.000,7.4559,7.4494,2275.92
1703476800,2023-12-25 04:00:00.000,4.9905,6.2232,2279.77
1703480400,2023-12-25 05:00:00.000,5.2516,5.1210,2285.46
1703484000,2023-12-25 06:00:00.000,5.2681,5.2598,2283.69
1703487600,2023-12-25 07:00:00.000,7.0199,6.1440,2280.82
1703491200,2023-12-25 08:00:00.000,6.7795,6.8997,2273.58
1703494800,2023-12-25 09:00:00.000,6.7777,6.7786,2273.49
1703498400,2023-12-25 10:00:00.000,6.7777,6.7777,2275.89
1703502000,2023-12-25 11:00:00.000,6.4667,6.6222,2279.27
1703505600,2023-12-25 12:00:00.000,10.1644,8.3155,2298.92
1703509200,2023-12-25 13:00:00.000,10.1783,10.1713,2289.00
1703512800,2023-12-25 14:00:00.000,7.7791,8.9787,2291.96
1703516400,2023-12-25 15:00:00.000,7.7359,7.7575,2286.71
1703520000,2023-12-25 16:00:00.000,7.7362,7.7360,2275.96
1703523600,2023-12-25 17:00:00.000,8.2682,8.0022,2279.45
1703527200,2023-12-25 18:00:00.000,8.3717,8.3199,2274.63
1703530800,2023-12-25 19:00:00.000,8.7242,8.5479,2274.93
1703534400,2023-12-25 20:00:00.000,8.7982,8.7612,2267.97
1703538000,2023-12-25 21:00:00.000,9.6598,9.2290,2271.19
1703541600,2023-12-25 22:00:00.000,9.3418,9.5008,2284.89
1703545200,2023-12-25 23:00:00.000,9.5201,9.4309,2272.32
1703548800,2023-12-26 00:00:00.000,9.2320,9.3760,2266.28
1703552400,2023-12-26 01:00:00.000,9.2549,9.2434,2271.74
1703556000,2023-12-26 02:00:00.000,9.1885,9.2217,2269.96
1703559600,2023-12-26 03:00:00.000,6.7896,7.9890,2268.77
1703563200,2023-12-26 04:00:00.000,8.9037,7.8467,2270.27
1703566800,2023-12-26 05:00:00.000,8.6875,8.7956,2235.97
1703570400,2023-12-26 06:00:00.000,9.0261,8.8568,2228.67
1703574000,2023-12-26 07:00:00.000,7.6228,8.3245,2240.98
1703577600,2023-12-26 08:00:00.000,7.1605,7.3917,2237.54
1703581200,2023-12-26 09:00:00.000,8.2880,7.7243,2221.43
1703584800,2023-12-26 10:00:00.000,13.6934,10.9907,2238.16
1703588400,2023-12-26 11:00:00.000,13.6533,13.6734,2241.22
1703592000,2023-12-26 12:00:00.000,13.0885,13.3709,2246.52
1703595600,2023-12-26 13:00:00.000,13.0730,13.0808,2247.47
1703599200,2023-12-26 14:00:00.000,4.8537,8.9634,2240.63
1703602800,2023-12-26 15:00:00.000,4.8485,4.8511,2227.78
1703606400,2023-12-26 16:00:00.000,4.8723,4.8604,2221.62
1703610000,2023-12-26 17:00:00.000,4.8723,4.8723,2199.31
1703613600,2023-12-26 18:00:00.000,4.8863,4.8793,2208.06
1703617200,2023-12-26 19:00:00.000,4.9099,4.8981,2210.13
1703620800,2023-12-26 20:00:00.000,4.9057,4.9078,2217.81
1703624400,2023-12-26 21:00:00.000,4.9076,4.9066,2223.34
1703628000,2023-12-26 22:00:00.000,4.9131,4.9103,2226.17
1703631600,2023-12-26 23:00:00.000,4.9131,4.9131,2231.48
1703635200,2023-12-27 00:00:00.000,4.9135,4.9133,2226.00
1703638800,2023-12-27 01:00:00.000,4.9112,4.9124,2230.89
1703642400,2023-12-27 02:00:00.000,4.9106,4.9109,2220.39
1703646000,2023-12-27 03:00:00.000,4.9315,4.9210,2217.83
1703649600,2023-12-27 04:00:00.000,4.9419,4.9367,2221.64
1703653200,2023-12-27 05:00:00.000,4.9478,4.9448,2226.66
1703656800,2023-12-27 06:00:00.000,4.9825,4.9652,2226.52
1703660400,2023-12-27 07:00:00.000,8.7359,6.8592,2228.96
1703664000,2023-12-27 08:00:00.000,8.7362,8.7360,2248.23
1703667600,2023-12-27 09:00:00.000,7.9498,8.3430,2251.90
1703671200,2023-12-27 10:00:00.000,8.2575,8.1037,2278.30
1703674800,2023-12-27 11:00:00.000,10.0158,9.1366,2284.82
1703678400,2023-12-27 12:00:00.000,12.2396,11.1277,2282.47
1703682000,2023-12-27 13:00:00.000,11.5903,11.9149,2292.62
1703685600,2023-12-27 14:00:00.000,8.5410,10.0657,2327.96
1703689200,2023-12-27 15:00:00.000,8.5410,8.5410,2343.70
1703692800,2023-12-27 16:00:00.000,9.1888,8.8649,2365.79
1703696400,2023-12-27 17:00:00.000,8.3692,8.7790,2345.65
1703700000,2023-12-27 18:00:00.000,8.3692,8.3692,2351.36
1703703600,2023-12-27 19:00:00.000,7.3061,7.8376,2346.23
1703707200,2023-12-27 20:00:00.000,8.5938,7.9499,2351.93
1703710800,2023-12-27 21:00:00.000,11.9895,10.2916,2360.55
1703714400,2023-12-27 22:00:00.000,11.7401,11.8648,2365.81
1703718000,2023-12-27 23:00:00.000,7.9361,9.8381,2378.90
1703721600,2023-12-28 00:00:00.000,8.5940,8.2650,2433.08
1703725200,2023-12-28 01:00:00.000,15.3730,11.9835,2417.67
1703728800,2023-12-28 02:00:00.000,17.2933,16.3331,2414.11
1703732400,2023-12-28 03:00:00.000,16.4845,16.8889,2415.21
1703736000,2023-12-28 04:00:00.000,16.8527,16.6686,2405.09
1703739600,2023-12-28 05:00:00.000,15.6363,16.2445,2390.77
1703743200,2023-12-28 06:00:00.000,14.7091,15.1727,2376.03
1703746800,2023-12-28 07:00:00.000,14.4797,14.5944,2379.97
1703750400,2023-12-28 08:00:00.000,14.6027,14.5412,2381.93
1703754000,2023-12-28 09:00:00.000,11.8984,13.2506,2388.24
1703757600,2023-12-28 10:00:00.000,12.5132,12.2058,2400.50
1703761200,2023-12-28 11:00:00.000,12.5132,12.5132,2402.86
1703764800,2023-12-28 12:00:00.000,13.3941,12.9536,2376.31
1703768400,2023-12-28 13:00:00.000,12.4036,12.8989,2396.04
1703772000,2023-12-28 14:00:00.000,11.7990,12.1013,2369.77
1703775600,2023-12-28 15:00:00.000,11.8333,11.8162,2358.60
1703779200,2023-12-28 16:00:00.000,13.5278,12.6806,2367.90
1703782800,2023-12-28 17:00:00.000,12.7479,13.1379,2358.68
1703786400,2023-12-28 18:00:00.000,14.5915,13.6697,2360.81
1703790000,2023-12-28 19:00:00.000,14.5692,14.5804,2364.33
1703793600,2023-12-28 20:00:00.000,20.6252,17.5972,2354.05
1703797200,2023-12-28 21:00:00.000,16.5310,18.5781,2344.75
1703800800,2023-12-28 22:00:00.000,9.7507,13.1409,2356.30
1703804400,2023-12-28 23:00:00.000,10.5302,10.1404,2345.82
1703808000,2023-12-29 00:00:00.000,10.5302,10.5302,2344.13
1703811600,2023-12-29 01:00:00.000,10.7917,10.6610,2334.76
1703815200,2023-12-29 02:00:00.000,11.9053,11.3485,2342.65
1703818800,2023-12-29 03:00:00.000,10.3746,11.1399,2352.27
1703822400,2023-12-29 04:00:00.000,9.2412,9.8079,2351.90
1703826000,2023-12-29 05:00:00.000,9.2948,9.2680,2357.08
1703829600,2023-12-29 06:00:00.000,9.4965,9.3956,2352.52
1703833200,2023-12-29 07:00:00.000,9.9055,9.7010,2333.95
1703836800,2023-12-29 08:00:00.000,9.3165,9.6110,2346.87
1703840400,2023-12-29 09:00:00.000,9.3165,9.3165,2369.72
1703844000,2023-12-29 10:00:00.000,9.3165,9.3165,2368.19
1703847600,2023-12-29 11:00:00.000,8.9418,9.1291,2372.78
1703851200,2023-12-29 12:00:00.000,9.6647,9.3033,2365.06
1703854800,2023-12-29 13:00:00.000,7.9189,8.7918,2363.96
1703858400,2023-12-29 14:00:00.000,8.9370,8.4280,2382.78
1703862000,2023-12-29 15:00:00.000,8.9137,8.9253,2328.76
1703865600,2023-12-29 16:00:00.000,11.8474,10.3805,2300.70
1703869200,2023-12-29 17:00:00.000,9.2704,10.5589,2297.61
1703872800,2023-12-29 18:00:00.000,8.9447,9.1075,2315.31
1703876400,2023-12-29 19:00:00.000,9.9704,9.4575,2317.35
1703880000,2023-12-29 20:00:00.000,14.4428,12.2066,2305.10
1703883600,2023-12-29 21:00:00.000,12.1774,13.3101,2286.78
1703887200,2023-12-29 22:00:00.000,11.7508,11.9641,2282.46
1703890800,2023-12-29 23:00:00.000,12.7704,12.2606,2298.76
1703894400,2023-12-30 00:00:00.000,12.7704,12.7704,2303.18
1703898000,2023-12-30 01:00:00.000,13.0886,12.9295,2306.67
1703901600,2023-12-30 02:00:00.000,12.8773,12.9830,2293.04
1703905200,2023-12-30 03:00:00.000,11.8880,12.3827,2298.10
1703908800,2023-12-30 04:00:00.000,4.9900,8.4390,2302.04
1703912400,2023-12-30 05:00:00.000,4.9922,4.9911,2306.33
1703916000,2023-12-30 06:00:00.000,4.9864,4.9893,2304.26
1703919600,2023-12-30 07:00:00.000,4.9916,4.9890,2295.47
1703923200,2023-12-30 08:00:00.000,6.7829,5.8872,2273.72
1703926800,2023-12-30 09:00:00.000,6.6673,6.7251,2278.50
1703930400,2023-12-30 10:00:00.000,4.9329,5.8001,2286.62
1703934000,2023-12-30 11:00:00.000,4.9329,4.9329,2287.73
1703937600,2023-12-30 12:00:00.000,4.9558,4.9444,2291.97
1703941200,2023-12-30 13:00:00.000,4.9576,4.9567,2292.77
1703944800,2023-12-30 14:00:00.000,4.9576,4.9576,2300.97
1703948400,2023-12-30 15:00:00.000,6.6876,5.8226,2313.53
1703952000,2023-12-30 16:00:00.000,6.6876,6.6876,2310.75
1703955600,2023-12-30 17:00:00.000,6.6876,6.6876,2307.90
1703959200,2023-12-30 18:00:00.000,6.6876,6.6876,2302.03
1703962800,2023-12-30 19:00:00.000,6.8241,6.7558,2299.42
1703966400,2023-12-30 20:00:00.000,6.8313,6.8277,2299.18
1703970000,2023-12-30 21:00:00.000,6.8313,6.8313,2300.95
1703973600,2023-12-30 22:00:00.000,7.2385,7.0349,2286.63
1703977200,2023-12-30 23:00:00.000,7.9287,7.5836,2292.37
1703980800,2023-12-31 00:00:00.000,8.0020,7.9653,2301.00
1703984400,2023-12-31 01:00:00.000,8.0020,8.0020,2290.70
1703988000,2023-12-31 02:00:00.000,7.7170,7.8595,2285.83
1703991600,2023-12-31 03:00:00.000,7.4332,7.5751,2283.13
1703995200,2023-12-31 04:00:00.000,4.9965,6.2149,2282.09
1703998800,2023-12-31 05:00:00.000,7.9342,6.4654,2281.43
1704002400,2023-12-31 06:00:00.000,5.7932,6.8637,2285.19
1704006000,2023-12-31 07:00:00.000,6.7658,6.2795,2294.19
1704009600,2023-12-31 08:00:00.000,7.3838,7.0748,2293.09
1704013200,2023-12-31 09:00:00.000,8.1774,7.7806,2309.60
1704016800,2023-12-31 10:00:00.000,8.6924,8.4349,2309.74
1704020400,2023-12-31 11:00:00.000,8.5588,8.6256,2308.41
1704024000,2023-12-31 12:00:00.000,8.7569,8.6578,2302.26
1704027600,2023-12-31 13:00:00.000,8.8694,8.8131,2303.22
1704031200,2023-12-31 14:00:00.000,8.7397,8.8046,2300.28
1704034800,2023-12-31 15:00:00.000,8.8148,8.7772,2297.80
1704038400,2023-12-31 16:00:00.000,8.8148,8.8148,2304.62
1704042000,2023-12-31 17:00:00.000,8.9955,8.9052,2296.62
1704045600,2023-12-31 18:00:00.000,9.0021,8.9988,2301.03
1704049200,2023-12-31 19:00:00.000,8.9701,8.9861,2293.67
1704052800,2023-12-31 20:00:00.000,10.9005,9.9353,2281.09
1704056400,2023-12-31 21:00:00.000,10.9248,10.9126,2282.82
1704060000,2023-12-31 22:00:00.000,10.5004,10.7126,2275.25
1704063600,2023-12-31 23:00:00.000,10.4678,10.4841,2280.74
1704067200,2024-01-01 00:00:00.000,10.4017,10.4347,2294.92
1704070800,2024-01-01 01:00:00.000,10.4017,10.4017,2303.22
1704074400,2024-01-01 02:00:00.000,10.2354,10.3185,2293.05
1704078000,2024-01-01 03:00:00.000,10.3147,10.2750,2274.08
1704081600,2024-01-01 04:00:00.000,9.8523,10.0835,2278.02
1704085200,2024-01-01 05:00:00.000,9.7025,9.7774,2274.68
1704088800,2024-01-01 06:00:00.000,9.7063,9.7044,2281.85
1704092400,2024-01-01 07:00:00.000,9.7502,9.7282,2284.17
1704096000,2024-01-01 08:00:00.000,8.7548,9.2525,2285.84
1704099600,2024-01-01 09:00:00.000,8.7177,8.7363,2298.55
1704103200,2024-01-01 10:00:00.000,8.7428,8.7302,2301.03
1704106800,2024-01-01 11:00:00.000,8.7428,8.7428,2303.92
1704110400,2024-01-01 12:00:00.000,9.7773,9.2601,2299.82
1704114000,2024-01-01 13:00:00.000,9.7517,9.7645,2304.95
1704117600,2024-01-01 14:00:00.000,9.9855,9.8686,2300.74
1704121200,2024-01-01 15:00:00.000,10.0124,9.9989,2313.74
1704124800,2024-01-01 16:00:00.000,9.3491,9.6807,2310.68
1704128400,2024-01-01 17:00:00.000,8.2992,8.8241,2313.30
1704132000,2024-01-01 18:00:00.000,8.2992,8.2992,2327.52
1704135600,2024-01-01 19:00:00.000,9.9461,9.1226,2337.97
1704139200,2024-01-01 20:00:00.000,12.4551,11.2006,2340.19
1704142800,2024-01-01 21:00:00.000,10.8638,11.6594,2336.90
1704146400,2024-01-01 22:00:00.000,10.8928,10.8783,2334.95
1704150000,2024-01-01 23:00:00.000,10.8928,10.8928,2351.28
1704153600,2024-01-02 00:00:00.000,11.0502,10.9715,2390.60
1704157200,2024-01-02 01:00:00.000,11.3271,11.1887,2378.40
1704160800,2024-01-02 02:00:00.000,12.7175,12.0223,2383.00
1704164400,2024-01-02 03:00:00.000,12.6464,12.6819,2387.82
1704168000,2024-01-02 04:00:00.000,11.0575,11.8519,2389.65
1704171600,2024-01-02 05:00:00.000,11.5822,11.3198,2379.63
1704175200,2024-01-02 06:00:00.000,10.8265,11.2043,2376.40
1704178800,2024-01-02 07:00:00.000,10.8920,10.8593,2389.16
1704182400,2024-01-02 08:00:00.000,10.4297,10.6609,2428.67
1704186000,2024-01-02 09:00:00.000,10.0439,10.2368,2415.58
1704189600,2024-01-02 10:00:00.000,10.0439,10.0439,2400.39
1704193200,2024-01-02 11:00:00.000,9.9628,10.0034,2392.12
1704196800,2024-01-02 12:00:00.000,9.0350,9.4989,2387.67
1704200400,2024-01-02 13:00:00.000,9.3023,9.1686,2400.30
1704204000,2024-01-02 14:00:00.000,9.0471,9.1747,2368.76
1704207600,2024-01-02 15:00:00.000,11.3038,10.1754,2359.25
1704211200,2024-01-02 16:00:00.000,11.3038,11.3038,2368.71
1704214800,2024-01-02 17:00:00.000,11.3038,11.3038,2358.41
1704218400,2024-01-02 18:00:00.000,9.8152,10.5595,2367.60
1704222000,2024-01-02 19:00:00.000,10.3025,10.0589,2370.17
1704225600,2024-01-02 20:00:00.000,10.3246,10.3136,2362.03
1704229200,2024-01-02 21:00:00.000,10.3246,10.3246,2365.73
1704232800,2024-01-02 22:00:00.000,9.8792,10.1019,2361.14
1704236400,2024-01-02 23:00:00.000,10.1095,9.9944,2355.98
1704240000,2024-01-03 00:00:00.000,6.7081,8.4088,2361.02
1704243600,2024-01-03 01:00:00.000,5.7795,6.2438,2375.47
1704247200,2024-01-03 02:00:00.000,6.0813,5.9304,2370.75
1704250800,2024-01-03 03:00:00.000,6.6217,6.3515,2367.89
1704254400,2024-01-03 04:00:00.000,7.0908,6.8563,2370.27
1704258000,2024-01-03 05:00:00.000,10.8135,8.9522,2377.79
1704261600,2024-01-03 06:00:00.000,10.8009,10.8072,2377.05
1704265200,2024-01-03 07:00:00.000,9.9016,10.3513,2362.70
1704268800,2024-01-03 08:00:00.000,9.6253,9.7635,2370.69
1704272400,2024-01-03 09:00:00.000,9.6948,9.6600,2376.52
1704276000,2024-01-03 10:00:00.000,9.9050,9.7999,2365.02
1704279600,2024-01-03 11:00:00.000,9.9164,9.9107,2307.49
1704283200,2024-01-03 12:00:00.000,11.9197,10.9180,2249.07
1704286800,2024-01-03 13:00:00.000,9.0522,10.4859,2224.66
1704290400,2024-01-03 14:00:00.000,9.4631,9.2576,2195.99
1704294000,2024-01-03 15:00:00.000,9.4631,9.4631,2239.82
1704297600,2024-01-03 16:00:00.000,9.2843,9.3737,2232.04
1704301200,2024-01-03 17:00:00.000,16.8927,13.0885,2223.66
1704304800,2024-01-03 18:00:00.000,16.5755,16.7341,2199.89
1704308400,2024-01-03 19:00:00.000,16.9010,16.7382,2207.74
1704312000,2024-01-03 20:00:00.000,18.9974,17.9492,2219.44
1704315600,2024-01-03 21:00:00.000,14.9709,16.9842,2227.45
1704319200,2024-01-03 22:00:00.000,13.9139,14.4424,2207.08
1704322800,2024-01-03 23:00:00.000,13.9139,13.9139,2210.19
1704326400,2024-01-04 00:00:00.000,13.9139,13.9139,2211.47
1704330000,2024-01-04 01:00:00.000,8.6428,11.2784,2207.51
1704333600,2024-01-04 02:00:00.000,8.6428,8.6428,2231.92
1704337200,2024-01-04 03:00:00.000,9.1904,8.9166,2233.40
1704340800,2024-01-04 04:00:00.000,5.0561,7.1232,2238.53
1704344400,2024-01-04 05:00:00.000,4.9873,5.0217,2239.03
1704348000,2024-01-04 06:00:00.000,4.9926,4.9900,2239.86
1704351600,2024-01-04 07:00:00.000,6.7252,5.8589,2223.70
1704355200,2024-01-04 08:00:00.000,9.2804,8.0028,2218.52
1704358800,2024-01-04 09:00:00.000,10.8187,10.0495,2225.56
1704362400,2024-01-04 10:00:00.000,10.8187,10.8187,2223.15
1704366000,2024-01-04 11:00:00.000,9.8576,10.3381,2229.20
1704369600,2024-01-04 12:00:00.000,9.8576,9.8576,2237.67
1704373200,2024-01-04 13:00:00.000,10.6272,10.2424,2241.42
1704376800,2024-01-04 14:00:00.000,15.7271,13.1772,2273.19
1704380400,2024-01-04 15:00:00.000,16.3418,16.0345,2277.21
1704384000,2024-01-04 16:00:00.000,14.9831,15.6624,2272.92
1704387600,2024-01-04 17:00:00.000,13.6836,14.3333,2277.43
1704391200,2024-01-04 18:00:00.000,11.6505,12.6670,2277.02
1704394800,2024-01-04 19:00:00.000,8.1278,9.8892,2275.95
1704398400,2024-01-04 20:00:00.000,8.1278,8.1278,2277.76
1704402000,2024-01-04 21:00:00.000,6.9807,7.5543,2274.56
1704405600,2024-01-04 22:00:00.000,7.5729,7.2768,2271.80
1704409200,2024-01-04 23:00:00.000,7.5595,7.5662,2269.75
1704412800,2024-01-05 00:00:00.000,7.3190,7.4392,2271.24
1704416400,2024-01-05 01:00:00.000,9.1093,8.2141,2239.50
1704420000,2024-01-05 02:00:00.000,8.8706,8.9900,2243.23
1704423600,2024-01-05 03:00:00.000,10.5446,9.7076,2244.65
1704427200,2024-01-05 04:00:00.000,8.4766,9.5106,2246.78
1704430800,2024-01-05 05:00:00.000,8.0804,8.2785,2247.87
1704434400,2024-01-05 06:00:00.000,25.6883,16.8843,2257.26
1704438000,2024-01-05 07:00:00.000,4.8903,15.2893,2255.69
1704441600,2024-01-05 08:00:00.000,4.8911,4.8907,2253.56
1704445200,2024-01-05 09:00:00.000,4.9850,4.9381,2266.28
1704448800,2024-01-05 10:00:00.000,8.3621,6.6736,2239.61
1704452400,2024-01-05 11:00:00.000,7.3713,7.8667,2242.48
1704456000,2024-01-05 12:00:00.000,7.3725,7.3719,2243.76
1704459600,2024-01-05 13:00:00.000,8.5776,7.9751,2248.10
1704463200,2024-01-05 14:00:00.000,11.5396,10.0586,2229.57
1704466800,2024-01-05 15:00:00.000,7.2384,9.3890,2225.39
1704470400,2024-01-05 16:00:00.000,4.9938,6.1161,2214.28
1704474000,2024-01-05 17:00:00.000,4.9917,4.9927,2232.85
1704477600,2024-01-05 18:00:00.000,4.9845,4.9881,2234.57
1704481200,2024-01-05 19:00:00.000,8.1919,6.5882,2234.94
1704484800,2024-01-05 20:00:00.000,8.1919,8.1919,2249.70
1704488400,2024-01-05 21:00:00.000,9.0688,8.6304,2247.21
1704492000,2024-01-05 22:00:00.000,9.0688,9.0688,2247.94
1704495600,2024-01-05 23:00:00.000,8.7939,8.9313,2269.37
1704499200,2024-01-06 00:00:00.000,6.9089,7.8514,2264.54
1704502800,2024-01-06 01:00:00.000,6.9089,6.9089,2256.53
1704506400,2024-01-06 02:00:00.000,6.3783,6.6436,2257.54
1704510000,2024-01-06 03:00:00.000,6.4876,6.4329,2255.24
1704513600,2024-01-06 04:00:00.000,6.3551,6.4214,2249.29
1704517200,2024-01-06 05:00:00.000,6.3551,6.3551,2236.78
1704520800,2024-01-06 06:00:00.000,7.1068,6.7309,2221.33
1704524400,2024-01-06 07:00:00.000,7.5747,7.3407,2233.89
1704528000,2024-01-06 08:00:00.000,6.8262,7.2004,2238.21
1704531600,2024-01-06 09:00:00.000,6.6393,6.7328,2236.54
1704535200,2024-01-06 10:00:00.000,6.5134,6.5764,2237.62
1704538800,2024-01-06 11:00:00.000,4.9928,5.7531,2238.91
1704542400,2024-01-06 12:00:00.000,4.9891,4.9910,2232.92
1704546000,2024-01-06 13:00:00.000,4.9891,4.9891,2237.10
1704549600,2024-01-06 14:00:00.000,4.9891,4.9891,2241.26
1704553200,2024-01-06 15:00:00.000,4.9889,4.9890,2247.32
1704556800,2024-01-06 16:00:00.000,5.0213,5.0051,2246.77
1704560400,2024-01-06 17:00:00.000,5.0452,5.0332,2251.23
1704564000,2024-01-06 18:00:00.000,6.4314,5.7383,2249.37
1704567600,2024-01-06 19:00:00.000,5.3681,5.8997,2246.55
1704571200,2024-01-06 20:00:00.000,5.0951,5.2316,2243.51
1704574800,2024-01-06 21:00:00.000,7.0475,6.0713,2240.68
1704578400,2024-01-06 22:00:00.000,8.3239,7.6857,2238.16
1704582000,2024-01-06 23:00:00.000,8.3099,8.3169,2240.71
1704585600,2024-01-07 00:00:00.000,8.2137,8.2618,2251.87
1704589200,2024-01-07 01:00:00.000,10.6425,9.4281,2243.88
1704592800,2024-01-07 02:00:00.000,6.3058,8.4742,2240.07
1704596400,2024-01-07 03:00:00.000,6.2754,6.2906,2242.91
1704600000,2024-01-07 04:00:00.000,6.3166,6.2960,2248.30
1704603600,2024-01-07 05:00:00.000,25.6701,15.9933,2244.17
1704607200,2024-01-07 06:00:00.000,16.2249,20.9475,2250.04
1704610800,2024-01-07 07:00:00.000,13.8257,15.0253,2249.38
1704614400,2024-01-07 08:00:00.000,13.1838,13.5048,2241.40
1704618000,2024-01-07 09:00:00.000,6.4259,9.8049,2235.30
1704621600,2024-01-07 10:00:00.000,6.1266,6.2763,2238.77
1704625200,2024-01-07 11:00:00.000,6.0474,6.0870,2238.91
1704628800,2024-01-07 12:00:00.000,4.9922,5.5198,2239.44
1704632400,2024-01-07 13:00:00.000,14.0982,9.5452,2252.84
1704636000,2024-01-07 14:00:00.000,14.1334,14.1158,2249.92
1704639600,2024-01-07 15:00:00.000,14.1221,14.1278,2233.30
1704643200,2024-01-07 16:00:00.000,14.3514,14.2368,2228.83
1704646800,2024-01-07 17:00:00.000,13.4212,13.8863,2240.05
1704650400,2024-01-07 18:00:00.000,13.6712,13.5462,2247.04
1704654000,2024-01-07 19:00:00.000,13.6712,13.6712,2249.66
1704657600,2024-01-07 20:00:00.000,13.2092,13.4402,2241.47
1704661200,2024-01-07 21:00:00.000,14.1509,13.6800,2241.57
1704664800,2024-01-07 22:00:00.000,15.2736,14.7122,2217.34
1704668400,2024-01-07 23:00:00.000,13.9050,14.5893,2221.31
1704672000,2024-01-08 00:00:00.000,12.4956,13.2003,2197.01
1704675600,2024-01-08 01:00:00.000,8.1231,10.3093,2206.30
1704679200,2024-01-08 02:00:00.000,8.2225,8.1728,2184.26
1704682800,2024-01-08 03:00:00.000,8.6395,8.4310,2191.68
1704686400,2024-01-08 04:00:00.000,8.6395,8.6395,2197.46
1704690000,2024-01-08 05:00:00.000,9.0435,8.8415,2196.15
1704693600,2024-01-08 06:00:00.000,9.0435,9.0435,2213.16
1704697200,2024-01-08 07:00:00.000,7.8629,8.4532,2225.79
1704700800,2024-01-08 08:00:00.000,8.0827,7.9728,2223.29
1704704400,2024-01-08 09:00:00.000,8.0827,8.0827,2211.18
